Id,Division,IsCompagnons,GuestId,Team
805191ed596bdf15256e7d252775a81d99191354be7bfe34b7a61e06cb03af3e,BIS Ile de France,OUI,,
3ca2d16eab824c56e38608f1aebbb37d2c7e29d1e87c5412024d6ec9849726f4,BIS Grand Ouest,OUI,,
297275188774902970861500536177c0df320c5fd936e26e8f34562a38ade17e,Villes & Territoires Connectés,OUI,,
0296cd66c757da6834bc73b89a443cd10f1f0f99ba8f80b7aef9ae2b6041c819,Villes & Territoires Connectés,OUI,,
8ab5b17fd2a97ef222c88442b89a5f25ae80de1b0e34d1928b1ce4e650d02375,Villes & Territoires Connectés,OUI,,
742c4c3075cba6ea4a2447ba070abe1d801c13b87523fb68a5fb1822da90583b,BIS Grand Sud,OUI,,
f41c94ef84d5147f99f14f1037fef2cdd184ef305ee73036fe6e55a7d87023e2,BIS Nord & Est,NON,,
0ad327125b3d269a65de160a39efa9ee8bc177210e2c8d018b2e774226931f2c,BIS Ile de France,OUI,,
a1ace5b9b73ce35d51f3f7048ffd83428cad28ce19de77c6d08f9f9fa8a3e3d7,BIS Services Bâtiments & Infrastructures,OUI,,
d02574ed3fa7e5e81864c40aab2f1c7db4689d7319d7adb3b8e478953158565ece64e889a958a152f5f6a4dc978c6b28,BIS Services Bâtiments & Infrastructures,OUI,,
f1ce0f32d2c9c5039e53d2f6798672ea5199aff3589f2903dd2d2e4d6a24005d,BIS Services Bâtiments & Infrastructures,NON,,
32aa8f63d7bccfa1320063dffe18693b023a5190712a00f0e6dd922e6dca88e7,Industries des Procédés,OUI,2eef7fc6a527ba367f1483631686dc20e1a08b32b87eec79af871922cc38063a,
68f6132af57ac4ab48f634c1069b5718f3838ab735133a91fc300bc93a4cfb98,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
7f17c71479f663cc6bac705d53dd922cdd4e40327a406415568ab53795d2204f,Equans France Direction Communication,NON,,
adf66444a015ae9f995b671a3d6687c9012585abd3cd0c392fdfa14e2525296f,BIS Ile de France,OUI,,
a06c06bf807f64b121020002cf9b157c29622a5b47a0244ba1ef172331ca9058,BIS Grand Ouest,OUI,,
c5270ba80d32ca3703e5a0628d5e0f305f326a9a900772803b27f169da62e890,"Bâtiments, Infrastructures & Services",NON,,
67f40710cbd7f1ceb3be804b96c37c230192ddd2bd8fce9eeddf3fdb29e3eed3,BIS Ile de France,OUI,,
b9c89e0df35285e9d197819ae2340883c43434fa6898794cd66a17c3a1afc9ed,BIS Grand Sud,OUI,1cd45f6d5bd5fa4479b1d32ab3261cc683d19af144748f7cd41c4576ee470dd1,
b6d787156a53638c11dd4b15f8142802626183cd15d1e6a24eed2bb88c7afeae,Villes & Territoires Connectés,OUI,,
59ad61edc7122d835ae3b1a5f5537cc587352b064540f4be3217ba38ab290278,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
d638a534d8859aa973d632cebb1e7f82f654946e2523079fed68da67e2869c9e,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
8eaf00541e63991ee72c2f38a9bf24bb9bf30c355878a170cb880abeafc1551f,BIS Grand Ouest,OUI,,
890018041e5c1e7653001206e0494379f334f23e616a98401023c59f60f1e40b,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
1d8b14cf2b7235bdc7d949171ddb9bd30e835706fb7f5d12e77ba004c70f3277,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
dfef983d78254cba7cff34d100248694840c071739e107422cda1264d42562c3,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,7be6296315cdf0dc3514d0ac082aa873e75eb15b76bf899295dde2318c1bc458,
dd337362c921b4ee94b791029d0a7fae9ab73dbf4c0d9524fbb78e01597c3d1b,Transport,OUI,db4f4af2dfbf18f7513ac8663883693265da9303b805ad683e8268406fa8c4f3,
7f585e4c429eeb6b8f989d83c0770ff1a483a81d1b5bf17cf6c9a1b131e356b0,BIS Services Bâtiments & Infrastructures,OUI,,
cfcbdb3a6f1dbcbe22480ccaddf6a2f38e7df987d49aee9c19a79e9de46bcd72,BIS Grand Sud,OUI,,
140114439f0f2bfed50ea11266054902185d662739051abb197629c0c61aace29380b119a20a89851a90e89f2adbc002,Villes & Territoires Connectés,OUI,,
4fa122b9417028b530b9f0fb5a9d1ad7504b0bf257022cd42cc48c9da8d8e1d9,BIS Ile de France,OUI,,
3027152c47dfdbe542535b9bb560be6d423765f56480a464bbdee11c0bbc5e30,BIS Ile de France,OUI,,
b3f6c62a6afd7351c5baebcae04b0d0c4d2fee119beeb4b928d8137247400e11,BIS Services Bâtiments & Infrastructures,OUI,b42a4c4902547cbd3d319b1374899f7f80ad57b686dd300017d1900016044397,
b220a293fe832458ce145d5fa49de706a2a876bb3c95859d61583be23aa16878,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,,
cb6aff293b01615d6dbe3d5fd146c364d9e15d628f2b54295fe1934a443fa482,Villes & Territoires Connectés,NON,,
dc95142c4f1e9571c1a91ac0d959c3f29100408b58822173ff890726139a7c1b,BIS Services Bâtiments & Infrastructures,OUI,,
fb8a59d56e85d7dc5850e0a3679a59107a09611c099e30e0f199ccd474ccf857,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,1472ac1d6a10b7050d81b7f4afa162bd9778bc54aead4c1a6eaf05994213d9aa,
62edc2d35b00f120fca350e310ef1b51a807f13dcdf0c81c27632bea028fac64,BIS Services Bâtiments & Infrastructures,OUI,,
c6ec1e5ef7d5fb52442ef98e2d392786b2cf122915b43dd6b73846b8ba86d1b0,Villes & Territoires Connectés,OUI,,
2f502d2dd82adfdce41beebc9e7857d3f40b82b85cf42bf59bb97c874d7b907e,BIS Ile de France,OUI,,
9b6a148888ec18917d1ddc9382f31d3cbd5953d263faedd37513aa3d3f765990,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
136ca52c0811020dd1321dd9ce68824e5ea8c3861800790d10e2128612ab0027,Transport,OUI,cbc2680757cfbe99bb47d58ee06a45e4cd6efd6d248295fa3f455ac41af12685,
69c3fbe7c1588ae6c51927b9195fbca4605968a4ce4b63a62bb74d0f1042dee1,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
db1d283c3a6b048ee9bb8e05657af2cc56db5628e2ca463a48f2faa372cba2d5,BIS Ile de France,OUI,,
1a43e0709554f8cb061d10cdca5a2805a298947c25d3abff646eb2a303588b08,Industries des Procédés,OUI,76769d04c06ad471f29571066a00cb9a75b0da5c11a1d11a9968bf73d000a1b9,
3d8f649dd2e5f8dd9ee6aa1da84cb12571dd5ac7827fa87ab1b836c0bd402981,BIS Services Bâtiments & Infrastructures,OUI,a35294baa83df7ef61d3973ee834a7e0181421b11abb674a72e32822af570f6c,
ee6dc6cb0df0d8aa156e477ead0da6e68afa251e3546b20abcc6a76fb476d5c7,BIS Nord & Est,OUI,6c27d8fd21b9e0b0825d98c53b05fdbc6614371e67120b993f2f0cccffc02ef2,
d3b50cf0d24132c750d1c89f12d7693c14e401c7db89bfb52bfc6174cabdad06,Industries des Procédés,OUI,,
1b6bd21f71c4576cc5fecce5b41c84a99bd652eb28555a26b29cad977307cc34,MBU CEDE,OUI,,
d1ce02f78bad834710fe0f9afb55bb0b7ef7c5f67f0bc5511c14ab35bfa0c6ef,BIS Grand Ouest,OUI,5e6ebf4f80e86a8adeebd843c09b2f64c1f1ad12dc5cc91c7e2b428bbc4513a2,
6778e481f51e19954092a8e92106e97b17757b197705e2e57f8b5393a28c1bab,BIS Nord & Est,OUI,9c574b559b818916ecd5f5d0874fc998b8ae28e4446ce33e6076d9f091246f04,
935ba26be39e789aa8135660b57fafab93c59e5d50fa84192e2a9e742bef5aaa,BIS Services Bâtiments & Infrastructures,OUI,,
782430146e5123141c94d4b1a21c16a6c8f50157d2dec8eb8111c83c3c89101f,BIS Ile de France,OUI,3b1b3fc5d53082e31da741b8b3f3ffc17bef7da0cbc1cd02f53bbfc20748dd51,
afa5be4144098852bf95306f9d3580806396f595c4b4656b098c3887308cf5e4,Industries des Procédés,OUI,,
8f621a10cb21830db72ac53fbae1fbe9c36777727c730b4109ce1ba5c9a7e69d,BIS Nord & Est,OUI,48af48f999346c07598388d61f9ec253333ffe578807b1d2ff33a5effbbd9fa6,
5a115c289ba6a29b6305a5d655a09e290f52652ca33a4710f9b0baa5ca15eb59,Villes & Territoires Connectés,OUI,,
48c82ebcbd122b3a967afc7e45833fdc8c32d8670e7535c5da4399d8a6380b9b,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,7665c5217e74ca981782516ba14bf6d5cc4d1c9ba08b7ae3a82e111db848667f,
de6fa5ccafd002938141657df8ecf63da806f2cf5e46679c4b2b99fc7f9775cc,BIS Services Bâtiments & Infrastructures,NON,,
e4b38afd29b658cb1d49e467aee6f6f2f214949f1854ad5c8715bd51aeac2639,BIS Grand Ouest,OUI,62c0a91463f97f88a576bdfb2aae57aaf211c08f10e0830dc32ff2f0977f5d59,
24c614be331a7837ca9f609989101130,BIS Ile de France,OUI,11bc63e561d057b263b4e6968bfc16da,
40005888404b10b2b135c2cf29b368ee74cddb7cbaa9289468c731d847b42222,BIS Ile de France,OUI,,
13fcf6015d485cef31e8a096aa968bbaf056e5ba4c2da6abbc6de18ddee5fbdf,BIS Ile de France,OUI,,
e4e9aa65d5aa81f49c96e79c8cc008685370b91287765d5c6d00168a1051921b,BIS Ile de France,OUI,c52d4a4e9f852f0322c471b473bb09f271a3ebeef4b8b997f47be1605e4bdc16,
33eb76e83a0bf13419b9e096f6108b5734c461628ec3a8477aa6081158f47a41,BIS Grand Sud,OUI,7ba308bf3a8ee4c501cabd9a71b8e40a90464e0f8c86270b28a61189bba296d9,
9e28798e5b0a471242dd7953988f0dda596a8debc83604eadc833c6ff6bdcfa5,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
1109cdb5ebf28411e0414dbb895e00c90033d8bd2802f20cb9ed98fe04ac5b94,Equans France Direction Ressources Humaines,NON,,
43f358092e06f59050f67143ae761ab76a95ff9006b3abdb8ad665e819abe915,Industries des Procédés,OUI,8a441663e78d186b314a385398c710987386ab353c1785b9aea373884395118d,
abdcf671771f45e86865dc06e2b1831182543a758b42ec800ee390f6e06c047a,BIS Grand Ouest,OUI,,
7be8bf0035c441f052360af5ba8e1e9cfba753514eaa9ec5802475ea4280a7da,BIS Services Bâtiments & Infrastructures,OUI,4727ada05199e5447382040ec64866cf797dc63419a1bd4ad0bcfefc10516ffa,
0e1bc7bbbb3cba298a802000d7caabea4a4d8bf86e05d39ff1a05750d7b58e2e,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,,
418279df5cbd519a7c980a807905f7d29739c67e12629d7ac59499b9aa203caf,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,6b27e7a5f772344fc03d0cfbacb7ef1a51817b6ecba6813d4e8b847675ca1a26,
f045268d08c5469ff3a30746078126d549abbb0546092911e74b66ab7d3ed1e3,BIS Nord & Est,OUI,25550d54ce93e3ee7756c69b30eb15170ab63be4c8adccc5e302c6055a65a85f,
1299148d387151f7de80eaadada7d6282f08115cca2ba1541bfeb3d8849b2c29,BIS Nord & Est,OUI,,
2bdbf283983159e7ab7d01bbbae22e8e5af3b098e005447aaaface5afa7f2340,Transport,OUI,,
f7a938e9820dc026f7f689d72209a97c89d9f8285215353bc5012d5f26f13d4a,BIS Services Bâtiments & Infrastructures,OUI,015ded54d310fd91f791298a2866fa35e6adbb5a1c58c1b6a42707a5708bbf6f,
e577dba7d933ad25fafa210eedfe6535a695dada2a9f8891be5af8d88b2d3cf4,BIS Nord & Est,OUI,,
fd15b9851cf0e11070673d3f841938ce41041ee16c8de50dfd1bd3a050fc0673,BIS Grand Sud,NON,,
1064d219c3fcccaf04966af4f5102c3c8d5ec708bb4dff7a2c5dddab08f81977,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
0d4646cdb9e28c1d74104a5aed2a885d704e7e3f5d5467a80a534fd6bfa962ed,BIS Ile de France,OUI,,
e07f3cf27f6e4cb5ffe57a39c4d17bb6b67854dd7afece0de342646d163d097b,Transport,OUI,b775edffee95f1a5fcc5bb4dbc1b271331f4f701df1380e7618dd5b48810fdae,
9ea1b0a094cf9af98892e40b013b96f04fb0b608d78fbf38bf41add9e7999d3d,Equans France Direction Communication,NON,,
962eac0144a49e03cdba5999325596fea276c219307022f45e597a1097f0b84f,BIS Nord & Est,OUI,29b995f88ad1bf51aed4dca2c1c6016f330e295160cb86711872aecc2c21f66f,
c7781b94cb85b9fc452c6ab2a13e9288debf172ec7a7471ca1e94a3b53de774e,Transport,OUI,,
da3bfb51a0a063a83c93042f38bf1f19,Industries des Procédés,OUI,f40b5334b1e1f0a842f7566a6733083708c3e168c15a8bffdfd9c239ef8ecf35,
26fa7f9746a0f654c019fa05875bd55df15748c499958df02dbce156530a2b04,BIS Ile de France,NON,,
a4281dc9c50412bfb756399073a3338f3cb54d17f33c65a3c23eab3cf21943e1,BIS Grand Sud,OUI,,
7714f292ecb82045511461d2013f6506a99a46114fcf84d1008382e306bfa179,BIS Services Bâtiments & Infrastructures,OUI,,
fdca854f351172332aa74d1d3fe514fb1dde647779b5fb278ec114d242ddb023,Industries des Procédés,OUI,23927880c5fae90bc1c335d5da0b520199e016b9a8c25d1967f7e5f33d60637f,
15a91f7ebefd31657d09a6b64648a5fc555928fc33291d83903a67d7b6cb05d7,MBU CEDE,OUI,,
c8e17b7b2baf5ced377ff19052953c79158bb3b75f0393699e1c0cb94d22fa6e,Industries des Procédés,OUI,e722ee9adf9c8568d183b43b1816e874cb7c8217fc3f73d721145e526e01434b,
f3a38a0d0ff92e159a8fe1e1848a079fc195c0053b0a2d9e5d0c0a22d503b5e2,BIS Services Bâtiments & Infrastructures,OUI,d5551caae8e79ed737a9cac45a18d1a0169274289779bb8894dfd65dda4c7a87,
ed70e2b48e563068590c3e140e84b530e52505098f9736d6e4ef5150f4f01e57,BIS Grand Sud,OUI,7461811402f5279fe111cf6e5b894d122e1aa4f8935e6e30ce3c40892efc5088,
e02b890ad022f4d1f7dbefd9f4370aad158fc9946a25e7e2a47e1efa8354cd21,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,cf93e18199d8517c8de469a2cf5c4c71dcfe968f6f38321cd301c03e0abf91f0,
9cf3d0b22ead8d04f92dd5abb0a56d8b1db261dd94161b63aa5dcacea4316a99,BIS Grand Sud,OUI,8531fe4891a51d4e90bfaefa47ac67077f5d9c315f3393e8182f015f8fedb917,
00d6f83914aefd6b27fd6aad570f8002abd318a16a9ab39ba048722911d16edf,MBU CEDE,NON,,
cf44bb1ae6a6dd46f4f6ffd02b6b6b7706e194a48159c8382c503d12271b5228,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
7f17ec31cfabd472ef16c99583735097c7c04a3c681b636af9f64a985f6ebbb2,Industries des Procédés,OUI,,
5fe895a6f23478e590aa6bea394b1a016c301123435e662224718264b5852a9349c7be23130505dc7e8aaa64597b8807,BIS Services Bâtiments & Infrastructures,OUI,,
8a4eb4c0e735619d80033f31d5ee8420541499f5c7262cb4cd38e21590e2e628,Transport,OUI,,
05bda85ae331a0cad1fdf7ac42ccfc9cb88536c44a006de44b849f7e1ab2ad1f,MBU CEDE,NON,,
b5f53068b681c99ab5247eea164b5bbc48ece3008493aca54b42098f536491be,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,1114e2e6d9d4255acca1486744128a9969a240db5f406af74ff4652474e18dcc,
46ce7cf0a2375850f26443eedabc1711b6cb32222c5859928f74cdc7d119432f,BIS Grand Sud,OUI,51970bc884c64de3eedb7998a17ac5ae8e37ade34eaf0384d50d818f3b11a1bc,
7dd51d09b84e32e06a8c9140eec2c3420b4d940f459f03b67e861ed9bb22a26d,Transport,OUI,,
72175683373d72af1a1add2ec1673e4c7ab2354bd4e56781e0fbb54d443c5789,BIS Grand Sud,OUI,b8c390a53f1633cde6cf763253b73f074b10d70d3e705a02566fc8780f35864d,
b7ee6c3d2c7a932df3f891a5dcd62d6fcb8659d6764d15d6d69f4966709b0782,BIS Nord & Est,NON,,
8ff8f69c35d2241789a254cb19611d7b1caf0d094ec95a4511d98f3f38e71ff8,BIS Services Bâtiments & Infrastructures,OUI,2ce3ca757c244139cd75465024aec2baa0010f4d188643f957c9c7093001ccf1,
2f5f2caf3aa928a90be692bc510cf78b17c1e23f5b6165b30343ee0cfbe429a2,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,a4eb9fc365844c00e77dfbf75e26325123d0a558dea31eeda888c0b648bae2d2,
68888ef1a1aae6751d35b412571e88f27bfb675209f5f750f7a298f59ca2f7921ee9973a4cd412e54ee9296432203866,MBU CEDE,OUI,,
7cfcb7133662475f711288cfbba93f0154642ab5b76951e246f8e0aa24886d364ce48853c6ed86b67f29d83f4cd394aa,BIS Services Bâtiments & Infrastructures,OUI,825cdd2eee314062cc3d61311dbbc4bacd4c01d8d3ba765465b081cec6f44cf35d7816a0d29c749be63baa9e15e083ef,
8dd1aef4362ddefb534d020c1244a0655a8b0d490e220311ff566e0d0f16a40b8a3c48f8df9b33bbaa7c9b517fa270cb,BIS Ile de France,OUI,1ffaae921e5c32bb32925fa2dd6b02986336702eb74f8fff6ef73767351959ca,
6bd15981b42e795a5bdb9bfc33c052a95364aaffbf4f2fbab4a16a5f0c5a62e1,Villes & Territoires Connectés,OUI,,
481658bd927479a11ee36e1db33f69b8daf88cbbc8f6f00bfc1b0878a542722c,BIS Grand Ouest,OUI,,
05afba84b4ba1bcfe231e6ca85a40525a27b3fcd2a193a0298e1d90c3c94446e,BIS Services Bâtiments & Infrastructures,OUI,,
5a0960dc16fd2684eec95689af93399cc237fcbf2d56b37e621efec69580af2b,Villes & Territoires Connectés,OUI,fde7d233e5a5b0314edbc5b60f786f413c1a717b6d94644be4e4420638cc42c5,
d37ad1628617db1f9a742054a23271411fc8e2931e83f6ef67ddebf65178fe53,BIS Ile de France,OUI,301ca98ae10dd5607e10d3c3be7e656a8d4b85ff4f0e40888ffc7b3e8c3a1a93,
7098c53dc6c25332149ecc49c05a5d58c4bd233e463b5ac09565257eee71d9f4,BIS Services Bâtiments & Infrastructures,OUI,,
8adf9d21950bb485935bfa7ee1780920d7f93b8ebfc7b32e54510dec253df5c8,Industries des Procédés,OUI,,
e95f53c548c892077f536b1f64cc479ef9a03cb47d5dcacb904fb4d1931c3757,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
04675b3ef300547227e80281789f5de70b83352f07f338fa966ada4f1a751420,BIS Ile de France,OUI,,
74544c28c757930d687d0557518e8c7725e73d05be09b5485c483cf596ad5471,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,,
f4945c10d387d27ff6d595ccab7b9e42e0833bac644e23dcb2dcefcb7a167cf2,BIS Grand Ouest,OUI,,
88dc04739c1236ff3cca5681bbec8ec7a080124e6e22003fa423682d0e8997495faef802f0854dbc67f6d1493a30c66b,Industries des Procédés,OUI,,
abbebfb16fbf56d139d4c4b94f5da0ab7b68df5406a2c6272f92065867f5ac45,BIS Services Bâtiments & Infrastructures,OUI,,
cf744d39a03824e0c867c2ffcc049ed898c8750be33d1d5373003b41fd176ff3,BIS Services Bâtiments & Infrastructures,OUI,,
8a06c019e042390b6071a07960c80f735937eab2a3d04c9f615b0fe3d49c6cba,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
25dab57ea98dce4ee27c2e4c56d4f2a512afe5d0d748a024690ca46ed13126c9,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
2af33ae4faca7c66fc5cb38e21b6ad6273094c75941ccacdec7fa1d822e476023e36ed9cecfab7ed96162e5fdd72c128,BIS Ile de France,OUI,ee24869f3503ae957f6c8cc831f84485962836657f452977270440c15da311b1,
8e89f267dd24df33a503e14a00241465d6cb66f9c8ff5f5134a2fbb5bf477846,BIS Ile de France,OUI,,
89671707fbf41f88d6b82be01d625cfbad4a1a5bb44fdc51c58d43d42fcb65f7,BIS Direction Ressources Humaines,NON,,
44ebc9206ac293bcf8494536dbc1d188ed66c666f7b1f454fcf463b10636eb59,Equans Digital,OUI,,
157f624de9474ce50825548cb7f9f26206fab3a40ce5b33209c3a336c2667a9d,BIS Services Bâtiments & Infrastructures,OUI,e7f3d6f64fb6eff9b6e88593721d90e976ccb658ed788f7718b05c1df0fc0a26,
e70e3803adbf38360ed98ee7392b8560e4a968fa78b2b731071d4d99e60ee760,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,9aef6024f23aa660a836a22b08af72b0e406c785344ea2cd169c0b5d039ed917,
a1d7332da69d6b6325754c23224ecb4d90ee0dda4c1f89a09f0c3f6c8b07f51b,BIS Grand Sud,NON,,
418f072a8e1a8c9c6f341da9b85c14bafb6a7d260dd6b1b88cfa4c595fcd9ad0,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,6239f0ad5b5c13f03e76458ca14a9341a043ddf75ce9bf11b30eac52378b9e18,
0bb54e6011418af72bd21c0edba79b8b7410369e2cdcd37f30acecd1915d872a,Equans France Direction Santé Sécurité,NON,,
cc908b55d3dca7d69da3514c2171cc2f3a783701a931f2a996f1e1bcac7cb146,Villes & Territoires Connectés,OUI,,
a59055e9fc1be38a1819ba324a77f3d1329379ff4ab965a3975de0ae0d4b2627,Industries des Procédés,NON,,
f2d453bb770d6236a6cfaa0d018ba6c15a37cad3d08fa2dfc529046e2e8dd7f3,Villes & Territoires Connectés,OUI,,
bf5470c24f4e60a9c5767e2197e8065194174d96720574b280343e57fd2f7121,BIS Ile de France,OUI,,
1b63cc51512ecdc8371e7d8dd20e441a36b1e41c9219409165f273a2b0d8b835,BIS Grand Ouest,OUI,,
9f83b6ce5aeb6e15c73f37a76379acd97227bcfd5b0e4352fc81b0d38eb300c7,"Réfrigération, Sécurité Incendie & Décarbonation",NON,,
c783d7197160893278a3696b210a7dffd8898aa9447737abc94a27758985da28,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,,
0eb37d225f08dda8f4cc9fbe9aba719674a7371c6e4039431584aec1016f7a56,BIS Services Bâtiments & Infrastructures,OUI,,
0981484b7dedb3f53f814380f3582668d21144f77f18989ea920ecf1ded59509,BIS Nord & Est,OUI,,
7608a315146058eaa72b8e8eaaa662a0b49842fa902f4a86c36208916a5a6744,BIS Grand Sud,OUI,ec93fa3e024af8dae4085629c13420d4ec89fee4d95fe95f1457e8a09a9541b1,
bbc8c47cc0f885183789b988d9d018cf8ca7f863ef6009d07894c7da67a0d07e,BIS Services Bâtiments & Infrastructures,OUI,99b6e4d2e42e198f9d9fb8967cee7582,
7e1807ef9b989ed15b174145f7732aa4a6a9fd34286da122991b4930bb3c3457,BIS Grand Sud,OUI,,
bb6544923cebc39cc0e2964f64c863ca7b6d4981bbe89c6ed830db694d1dfaa8,Villes & Territoires Connectés,NON,,
08b5544ba0afd552ceb36ad0a344f4ab6ad1aafdec75d212cef1bb917aae4239,BIS Services Bâtiments & Infrastructures,OUI,92a5eefca98d0d7673249b8c39da76a0dd10c1fa2c9f04fe635e1e93376ebdd9,
f7ae85647ea4668a5c4a92ddb8b86c26524cdba4c097dc755459351a14f77836,BIS Services Bâtiments & Infrastructures,OUI,600d97a8260af492c8746ca32004470d79950db032f74cf725f61c89d5f59f15,
2942c10a6ed2a52868fb94c1a213efd90259aed82919717c1beb4c03541c3361,Villes & Territoires Connectés,OUI,,
012129c2a68b33fda86a2464f3003ab2abf2d6c7c9093ad5eb3f04ff23a0cb24,BIS Services Bâtiments & Infrastructures,OUI,5f7a83bdb858609ff3c7e2a46ff71aa48c09dce3c9e85a9374ef77ec78184bf0,
31c4be9e28682a1baa3a2951cd75c96837e0112e4b760fc918e26cf713387fb6,BIS Grand Sud,OUI,d36d10a498c126c41856e163f52e1726e31bc99566742fd2064d50fe0e916704,
c7b9de30c2817586fe97a662f8d98b8192d40eceda8f499b009c8e070bf82c3e,Villes & Territoires Connectés,OUI,,
41a935c1a49249fbd2cabbb28980e134627a432e7dbdfe1f8ec4740f10b1d039,Villes & Territoires Connectés,OUI,,
33cc134c62cb13b6ded5af37ba4f1f1be72a6e43c7dcce43bc454a7c1813aa22,Equans Digital,OUI,,
bfe3804bfb026814d9bf4eedf0c4df1e365551b4799092c4e31d5ea1ea0022c5,BIS Services Bâtiments & Infrastructures,OUI,428ce57a3e1b85a2645774ca2d6a9480c58705f1e1dc3a38968da14a1b68d2c5,
4d93b568bd9c2a97ab34e83814714e1c2c91fac3bd352c756113646a59f65d5d,"Infra Ener, Défense Marine Aéronautique, Ingénierie",OUI,264d8a1660b5c7c56b39aed5bec25c641930ed34ed2f06fa7d809db9f4c1d49b,
b0651be75da44bbea49ab4827da15f1bff835c1f00b881eafd5d2def0ab31818,BIS Services Bâtiments & Infrastructures,OUI,,
05136b6170274f050d53c7bef82f2217e138b8eda4029f2a5c0f283ceb64b684,BIS Ile de France,OUI,,
f900907cb11bd4e8e20556dd84fc944cb40741af27ab402c3021200f9dc349a6,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
680087760b401fbe309fcbedd3d629a04ae45f934c86d76e28e0b405478df85d,BIS Grand Sud,OUI,,
8c2efb5145583e96579ed7add992648edeea49e163474266ab0df956fe11ba53,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
f97714efba1132f5c15a9792e9a2ffeb405358eeb26b5325990aca5356981424,BIS Nord & Est,OUI,9e8572d610d17dd6c672a53c99ded092e1641fcdf30740721a2a18bee890fd04,
4b9b8f05fdee96600ede773ba5b82971a88f997f9c0ba55453f12de5b736a12c,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
ce974d5d7056776f62618369940b71a0feed5eb3f26ff74a77598badaddde4be,BIS Grand Ouest,OUI,f0f03a3f09a2cb53f2e5efc91cd37df31f9d52bcecf334d96c22349e63ec29d7,
0c4f81fa4b65b8b7c07e1ae1462e335f966d4435d65cbb10842e84b226d9b734,BIS Grand Sud,OUI,02645033e28162327fbb3177bb78e01e74df5c2fcdf7c00f5c664d37762ba37c,
44e9e90fdeecc750f091c630e246a3acc536e3bee7d957dbc45994a52e24fc46,BIS Services Bâtiments & Infrastructures,OUI,,
f866b7114c144b75f9e2a96463e2d7438c31dacd8e36e10e9839eed66b66617b,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,0399122fe0c092b439b4efc4375e481ab58f56e80e36b1d0b074662c76b2aa20,
6c9a743534cd28d0cf9ce820194e54f43a334ce230df9734a46fac01fe64b7fd,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
959f9cd39a2b0267f8a6e8c4c4b3e5f463f43527a32db9f763b718c60f450f16,"Réfrigération, Sécurité Incendie & Décarbonation",OUI,,
846ad91040a5b2be65bd572123d119386a0bbb33f3371ccbc54dc365efdba1eb,BIS Grand Ouest,OUI,,
d0e59ca6a3826c78fa990f50ebfacaf95a9c41b63f2fed5e5e66136046a87e69,BIS Grand Ouest,NON,,
a5a41833a062a6c0160862554cb59a535a64d99550ef5e1dfecbc64bf111afa8,BIS Ile de France,NON,,
d9fbdd49c13054417ed41e15868fb84b9fabec86d6f9b34f3377dd98271a0e9f,Villes & Territoires Connectés,OUI,,
9d463388750621531f715fdda4701f92fc72412a4e55d8a9fd7a6eb27bd81a5e,MBU CEDE,NON,,
4b1d878e3800c75e15d56f50b1ea756c65b72939cc9885265453e576a009542d,BIS Grand Sud,OUI,af8c2fb9f1d90e6d4b4a134327f22e1f3976281286c479609a78c54e9af67896,
3bb9dc6d587ae539b7d6801d2729185b31eb2c16cd4d75bd2c8107527d603dec,BIS Services Bâtiments & Infrastructures,OUI,baf6bc1131d236f77e03000508b7df050b0b65db6881c264b5662a2e234db7b432c85956520e0fa4c15583b11332994d,
11701868fdfd7af76696eda17f2409cf230d3c80af00f400321272ce22d03539,BIS Grand Sud,OUI,,
